refid,unittitle,unitdate,container_type,container_label,extent,extent_desc,note_title,note_text,persname_1,persname_2,persname_3,persname_4
ref828,The Stack,1999,Box,Computer disks / tapes (1999-ref828),1.0 object,One Zip 100 disk in original plastic box,,,"Rubin, Josh David","Hollrah, Kent",,
ref830,Untitled Thesis (Melanie West),1995,Box,Computer disks / tapes (1995-ref830),1.0 object,One SyQuest 3.5” Cartridge in original plastic case,,,"West, Melanie",,,
ref832,Mad Media,1997,Box,Computer disks / tapes (1997-ref832),1.0 object,"One SyQuest 5.25"" cartridge in original plastic box",Plastic box label,"Mad Media hosted by Madeline Altmann “Media Empress” D.O.B. 5-11-63, Height 5’4”, Weight 115 lbs. Hosted over 60 live TV shows. Award winning video artist. Languages: English, French, Portuguese, German, Spanish and Czech. Athletic Skills: kayaking, water ballet, rollerskating, exotic dancing & tennis","Altmann, Madeleine",,,
ref834,Simulated Worlds: A Collection of Multimedia Short Stories about the Near Future,1993,Box,Computer disks / tapes (1993-ref834),1.0 object,"One SyQuest 5.25"" cartridge in original plastic box",Cartridge label,Set monitor to 256 colors,"Weeramantry, Iromie",,,
ref836,Theo Designers,1994,Box,Computer disks / tapes (1994-ref836),1.0 object,"One SyQuest 5.25"" cartridge in original plastic box",Cartridge label,16 Bit (Thousands) Color Required,"Stephens-Prince, Jeffrey","Berman, Hod","Meehan, Patrick","Glassman, Heath; Markowitz, Gary"
ref838,The Introductory Show and Tell Tutorial of HyperCard,1991,Box,Computer disks / tapes (1991-ref838),1.0 object,"One SyQuest 5.25"" cartridge in original plastic box",,,"Weiss, Bill",,,
ref840,Cross-Platform Multimedia,1992,Box,Computer disks / tapes (1992-ref840),8.0 object,8 3.5” floppy disks,Disk labels,"4 IBM version disks, 4 Macintosh versions","Heller, Justin",,,
ref842,ATB A Telecommunications Brief,1994,Box,Computer disks / tapes (1994-ref842),3.0 object,3 3.5” floppy disks,Disk labels,"Disk 1: Personal Communications Service, Disk 2: Personal Communications Service, Disk 3: Signaling System 7","Canario, A.L.",,,
ref844,Ryder Off-Line Scheduling Sheet,1995,Box,Computer disks / tapes (1995-ref844),1.0 object,One 3.5” floppy disk,Disk label,IBM Excel,"Ryder, Lorraine",,,
ref846,FriendlySpaces : java application,1999,Box,Computer disks / tapes (1999-ref846),2.0 object,Two 3.5” floppy disks,Disk label,"Includes: Java Application, Source Code. To view FriendlySpaces demo, please first start the server by typing java FriendlySpaceServer on a command line. Then start the client by typing java Start. Please do not change the file structure","Vasilyev, Jenny",,,
ref848,Escape from Cadaver Cavern,1999,Box,Computer disks / tapes (1999-ref848),1.0 object,One 3.5” floppy disk,,,"Sprafka, Craig",,,
ref850,Shopmart.com,1996,Box,Computer disks / tapes (1996-ref850),1.0 object,One 3.5” floppy disk,Disk label,PC Disk,"Miller, David",,,
ref852,Random Abstract: New Plastic Multimedia,1996,Box,Computer disks / tapes (1996-ref852),1.0 object,One 3.5” floppy disk,Disk labels,for Macintosh,"Walker, Kevin",,,
ref854,The Jungle Mapper,1996,Box,Computer disks / tapes (1996-ref854),1.0 object,Two 3.5” floppy disk,Disk labels,"Disk 1: PPC, Disk 2: 68xxxk Mac Version","Stuart, Hunt",,,
ref856,A Simple Model for Objects' Motion Recognition in Digital Video,1995,Box,Computer disks / tapes (1995-ref856),1.0 object,One 3.5” floppy disk,,,"Lin, Hui-Hsiu",,,
ref858,Subway Guide to New York Sites,1991,Box,Computer disks / tapes (1991-ref858),1.0 object,One 3.5” floppy disk,Disk label,"Requires at least 8 mb of RAM, Set Up: video disk player, monitor, 2 speakers. Warning this is a high density disk","Lee, Georgina",,,
ref860,The Wobbler!,1997,Box,Computer disks / tapes (1997-ref860),1.0 object,One 3.5” floppy disk,Disk label,run “wobbler.htm” in a web browser,"Dixon, Dierdre ",,,
ref862,A Templating System for the Design of Interfaces in an HTML Environment,1998,Box,Computer disks / tapes (1998-ref862),1.0 object,One 3.5” floppy disk,,,"Fabricant, Robert",,,
ref864,HandyMan Good Measures!,1996,Box,Computer disks / tapes (1996-ref864),1.0 object,One 3.5” floppy disk,,,"Rozin, Daniel",,,
ref566,Didjilution,1994,Box,Computer disks / tapes (1994-ref566),1.0 object,One casset tape,,,"Cheevers, Paul",,,
ref568,Africa Project,1993,Box,Moving Images (1993-ref568),1.0 object,One Hi-8 video cassette,,,"Machipisa, Angelo",,,
ref570,Rakugo: Japanese Traditional Storytelling,1992,Box,Moving Images (1992-ref570),1.0 object,One Hi-8 video cassette,,,"Kanako, Kijima",,,
ref572,Image Portfolio,1996,Box,Moving Images (1996-ref572),1.0 object,One Hi-8 video cassette,,,"Un, Sue",,,
ref574,Untitled Thesis (Enright Tingey),1992,Box,Moving Images (1992-ref574),1.0 object,One Hi-8 video cassette,,,"Tingey, Enright",,,
ref576,Untitled Thesis (Stacy Seecharan & Pat OHara),1996,Box,Moving Images (1996-ref576),1.0 object,One Hi-8 video cassette,,,"Seecharan, Stacy","Ohara, Pat",,
ref578,Compu Commercial,1991,Box,Moving Images (1991-ref578),1.0 object,One Hi-8 video cassette,,,"Jang , Seong-Ho",,,
ref580,Multimedia Network Stack,1993,Box,Moving Images (1993-ref580),1.0 object,One Hi-8 video cassette,,,"Watson, Kenmore",,,
ref582,Theo Designers,1996,Box,Moving Images (1996-ref582),1.0 object,One Hi-8 video cassette,,,"Berman, Hod","Meehan, Patrick","Glassman, Heath","Stephens-Prince, Jeffrey"
ref584,Practical Telecommunication : an Interactive Learning Program,1995,Box,Moving Images (1995-ref584),1.0 object,One Hi-8 video cassette,,,"Sickles, Dawn",,,
ref586,The BOBST Interactive Guide,1996,Box,Moving Images (1996-ref586),1.0 object,One Hi-8 video cassette,,,"Tammel, Donald",,,
ref588,Interactive Program for The Museum of Shadow Puppets,1992,Box,Moving Images (1992-ref588),1.0 object,One Hi-8 video cassette,,,"Chiang , I-Chen",,,
ref590,Untitled Thesis (Lee Swearinger),1992,Box,Moving Images (1992-ref590),1.0 object,One Hi-8 video cassette,,,"Swearinger, Lee",,,
ref592,The Interactive Image Consultant Project,1994,Box,Moving Images (1994-ref592),1.0 object,One Hi-8 video cassette,,,"Taylor, Sharon",,,
ref594,Whose Choice?,2005,Box,Moving Images (2005-ref594),1.0 object,One miniDV video cassette,Jacket Label / Spine Label,Morocco (1:37 - Mom Final) Rebirth (1:11 - Mom Week2) Whose Choice? (11:37 - Thesis) / Anne Clark Screening 04/02,"Clark, Anne",,,
ref 596,Shadi : diary of a south-asian american wedding,1998,Box,Computer disks / tapes (1998-ref596),1.0 object,"One Zip disk, two spiral bound books",,,"Ghazi-Ameen, Saba",,,
ref1000,Discovering Chinese Opera,1991,Box,Moving Images (1991-ref1000),1.0 object,One Hi-8 video cassette,On cassette; Case sleeve,"On cassette: Win-Chi Cheng 1991 Final Production Thesis; On Sleeve: ""[same]""","Cheng, Wen-Chi",,,
ref1002,Listening Video and Watching Audio,2000,Box,Moving Images (2000-ref1002),1.0 object,One MiniDV,On DV; Case sleeve,"On DV: 'Mazurkas' @ Eunjung Kwon.2000;  On sleeve: Program: title running time; Mazurkas (4min 10sec); Complexity (4min 20sec); Gazing (2min 54sec); c. video by Eunjung Kwon. 2000, Performed by Sumi Kwon","Kwon, Eunjung",,,
ref1004,Who is Bettie Page?,1997,Box,Moving Images (1997-ref1004),1.0 object,One Hi-8 video cassette,On cassette; Case exterior,"On cassette: ""Who is Bettie Page?""; c. 1997 Julie Threlkeld; 914-771-9392; julie@designcode.com; On case: ""Who is Bettie Page?""; Masters Thesis Documentation; Hi-8 (approx. 10 minutes); c. 1997 Julie Threlkeld; Interactive Telecommunications Program; Tisch School of the Arts; New York University; Spring 1997; The author kindly requests that you refrain from distributing, copying, or publicly displaying the enclosed print and video materials without prior permission.; voice: 914.771.9392; email: julie@designcode.com","Threlkeld, Julie",,,
ref1006,eballgogogo,2005,Box,Moving Images (2005-ref1006),1.0 object,One MiniDV,On cassette; Case sleeve,Chiao-Chun Su,"Su, Chiao-Chun",,,
,,,,,,,,,,,,
ref2500,ITP Thesis Presentations 2006,2006,Box,Moving Images (2006-ref1500),34 objects,34 MiniDVs,,,,,,
ref2502,ITP Winter Show 2005,2005,Box,Moving Images (2005-ref1502),6.0 objects,Six MiniDVs,,,,,,
ref2504,ITP Spring Show 2006,2006,Box,Moving Images (2006-ref1504),3.0 objects,Three MiniDVs,,,,,,
ref2506,ITP Thesis Presentations 2007,2007,Box,Moving Images (2007-ref1506),14.0 objects,14 MiniDVs,,,,,,
ref2508,ITP Thesis Presentations 2005,2005,Box,Moving Images (2005-ref1508),34 objects,34 MiniDVs,,,,,,
ref2510,ITP Thesis Presentations 2004,2004,Box,Moving Images(2004-ref1510),3 objects,3 DVD-R disks,,,,,,
,,,,,,,,,,,,
ref1512,ITP Thesis Presentations 1994,1994,Box,Moving Images(1994-ref1512),2 objects,"2 3/4"" UMatic tape cassettes",,,,,,
